id,user_id,project_name,event_key,event_value,request_id,timestamp
397,a1234,Birdle_SA,GameState,PageLoaded,64e66b1c-c815-4889-644c-f3ebbd4660fc,2022-04-18 01:24:14
398,a1234,Birdle_SA,PuzzleID,0,64e66b1c-c815-4889-644c-f3ebbd4660fc,2022-04-18 01:24:14
399,a1234,Birdle_SA,BirdID,bearded_vulture,64e66b1c-c815-4889-644c-f3ebbd4660fc,2022-04-18 01:24:14
400,1234,Birdle_SA,GameState,PageLoaded,0d246ffa-4545-47a1-5b4d-4fa6de46260a,2022-04-18 01:29:02
401,1234,Birdle_SA,PuzzleID,0,0d246ffa-4545-47a1-5b4d-4fa6de46260a,2022-04-18 01:29:02
402,1234,Birdle_SA,BirdID,bearded_vulture,0d246ffa-4545-47a1-5b4d-4fa6de46260a,2022-04-18 01:29:02
403,1rTPflHAD8BajUy39MCapO3Px2M0q0i7xAMGaqv6,Birdle_SA,GameState,PageLoaded,1d303f79-9c18-4572-5c32-603d5db45890,2022-04-18 01:34:52
404,1rTPflHAD8BajUy39MCapO3Px2M0q0i7xAMGaqv6,Birdle_SA,PuzzleID,0,1d303f79-9c18-4572-5c32-603d5db45890,2022-04-18 01:34:52
405,1rTPflHAD8BajUy39MCapO3Px2M0q0i7xAMGaqv6,Birdle_SA,BirdID,bearded_vulture,1d303f79-9c18-4572-5c32-603d5db45890,2022-04-18 01:34:52
406,um777NBevBixlEStv1PtxXnn9iXBsFZqSRKDnyMZ,Birdle_SA,GameState,PageLoaded,fb472e70-a0e0-408d-4231-993fd9a77c2d,2022-04-18 01:34:54
407,um777NBevBixlEStv1PtxXnn9iXBsFZqSRKDnyMZ,Birdle_SA,PuzzleID,0,fb472e70-a0e0-408d-4231-993fd9a77c2d,2022-04-18 01:34:54
408,um777NBevBixlEStv1PtxXnn9iXBsFZqSRKDnyMZ,Birdle_SA,BirdID,bearded_vulture,fb472e70-a0e0-408d-4231-993fd9a77c2d,2022-04-18 01:34:54
409,4294967295,Birdle_SA,GameState,Defeat,fc7de0b0-9acc-46b2-5799-ff072a53e268,2022-04-18 16:04:59
410,4294967295,Birdle_SA,PuzzleID,999,fc7de0b0-9acc-46b2-5799-ff072a53e268,2022-04-18 16:04:59
411,4294967295,Birdle_SA,GameState,Victory,544ffffa-9579-4837-649d-791e9cc49797,2022-04-18 16:05:34
412,4294967295,Birdle_SA,PuzzleID,999,544ffffa-9579-4837-649d-791e9cc49797,2022-04-18 16:05:34
413,4294967295,Birdle_SA,GameState,PageLoaded,123da2ac-041a-47b3-789b-5dcae36c90fd,2022-04-18 16:18:45
414,4294967295,Birdle_SA,PuzzleID,1,123da2ac-041a-47b3-789b-5dcae36c90fd,2022-04-18 16:18:45
415,4294967295,Birdle_SA,BirdID,chinese_sparrowhawk,123da2ac-041a-47b3-789b-5dcae36c90fd,2022-04-18 16:18:45
416,4294967295,Birdle_SA,GameState,PageLoaded,11f75bee-672e-4301-6f5c-6a71ba86ccc3,2022-04-18 16:19:54
417,4294967295,Birdle_SA,PuzzleID,1,11f75bee-672e-4301-6f5c-6a71ba86ccc3,2022-04-18 16:19:54
418,4294967295,Birdle_SA,BirdID,chinese_sparrowhawk,11f75bee-672e-4301-6f5c-6a71ba86ccc3,2022-04-18 16:19:54
419,4294967295,Birdle_SA,GameState,PageLoaded,9fc3cbda-c166-4be4-6975-f1ee1dab6564,2022-04-18 16:20:03
420,4294967295,Birdle_SA,PuzzleID,1,9fc3cbda-c166-4be4-6975-f1ee1dab6564,2022-04-18 16:20:03
421,4294967295,Birdle_SA,BirdID,chinese_sparrowhawk,9fc3cbda-c166-4be4-6975-f1ee1dab6564,2022-04-18 16:20:03
422,4294967295,Birdle_SA,GameState,PageLoaded,cb3166ba-ac23-4d68-51fe-f7b4b52d8103,2022-04-18 16:20:21
423,4294967295,Birdle_SA,PuzzleID,1,cb3166ba-ac23-4d68-51fe-f7b4b52d8103,2022-04-18 16:20:21
424,4294967295,Birdle_SA,BirdID,chinese_sparrowhawk,cb3166ba-ac23-4d68-51fe-f7b4b52d8103,2022-04-18 16:20:21
425,4294967295,Birdle_SA,GameState,PageLoaded,af536928-a5c2-401e-5615-1a215ca85a48,2022-04-18 16:20:51
426,4294967295,Birdle_SA,PuzzleID,1,af536928-a5c2-401e-5615-1a215ca85a48,2022-04-18 16:20:51
427,4294967295,Birdle_SA,BirdID,chinese_sparrowhawk,af536928-a5c2-401e-5615-1a215ca85a48,2022-04-18 16:20:51
428,4294967295,Birdle_SA,GameState,PageLoaded,4af26436-0fa2-4830-5e3c-bcef0188d940,2022-04-18 16:21:04
429,4294967295,Birdle_SA,PuzzleID,1,4af26436-0fa2-4830-5e3c-bcef0188d940,2022-04-18 16:21:04
430,4294967295,Birdle_SA,BirdID,chinese_sparrowhawk,4af26436-0fa2-4830-5e3c-bcef0188d940,2022-04-18 16:21:04
